,Unnamed: 0,degree,chemical,species,concentration,effect
26,26,0.5,http://id.nlm.nih.gov/mesh/D000431,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,7.207859871439883,https://cfpub.epa.gov/ecotox/effect/MOR
27,27,0.5,http://id.nlm.nih.gov/mesh/C031618,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,7.383989457984719,https://cfpub.epa.gov/ecotox/effect/MOR
28,28,0.5,http://id.nlm.nih.gov/mesh/D001556,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-1.0216512197542043,https://cfpub.epa.gov/ecotox/effect/MOR
29,29,0.9,http://id.nlm.nih.gov/mesh/D008044,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/3193,-2.407945497540767,https://cfpub.epa.gov/ecotox/effect/PHY
30,30,0.5,http://id.nlm.nih.gov/mesh/D001564,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-2.3025849929940505,https://cfpub.epa.gov/ecotox/effect/DVP
31,31,0.5,http://id.nlm.nih.gov/mesh/D004117,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,4.094344562388767,https://cfpub.epa.gov/ecotox/effect/MOR
32,32,0.5,http://id.nlm.nih.gov/mesh/D004006,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,1.8562979919281264,https://cfpub.epa.gov/ecotox/effect/MOR
33,33,0.5,http://id.nlm.nih.gov/mesh/D004732,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,1.435084527670275,https://cfpub.epa.gov/ecotox/effect/MOR
34,34,0.5,http://id.nlm.nih.gov/mesh/D007631,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-1.7486999222963453,https://cfpub.epa.gov/ecotox/effect/MOR
35,35,0.5,http://id.nlm.nih.gov/mesh/C001969,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-1.8773172922302264,https://cfpub.epa.gov/ecotox/effect/MOR
36,36,0.25,http://id.nlm.nih.gov/mesh/D004390,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-0.675307242785249,https://cfpub.epa.gov/ecotox/effect/MOR
37,37,0.5,http://id.nlm.nih.gov/mesh/D004237,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/3193,-0.5293290783526218,https://cfpub.epa.gov/ecotox/effect/PHY
38,38,0.5,http://id.nlm.nih.gov/mesh/D008294,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-2.3025849929940505,https://cfpub.epa.gov/ecotox/effect/MOR
39,39,0.5,http://id.nlm.nih.gov/mesh/D004732,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-4.1997044112134825,https://cfpub.epa.gov/ecotox/effect/MOR
40,40,0.5,http://id.nlm.nih.gov/mesh/C006780,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,1.6094379144341004,https://cfpub.epa.gov/ecotox/effect/MOR
41,41,0.5,http://id.nlm.nih.gov/mesh/D004390,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.332204510532347,https://cfpub.epa.gov/ecotox/effect/MOR
42,42,0.5,http://id.nlm.nih.gov/mesh/C005200,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.4657359031122272,https://cfpub.epa.gov/ecotox/effect/MOR
43,43,0.5,http://id.nlm.nih.gov/mesh/D019256,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,10.55437942019922,https://cfpub.epa.gov/ecotox/effect/MOR
44,44,0.5,http://id.nlm.nih.gov/mesh/D000452,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,1.9680909001536941,https://cfpub.epa.gov/ecotox/effect/MOR
45,45,0.5,http://id.nlm.nih.gov/mesh/C082359,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-1.1239300658831692,https://cfpub.epa.gov/ecotox/effect/MOR
46,46,0.5,http://id.nlm.nih.gov/mesh/C017180,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,5.87493073088012,https://cfpub.epa.gov/ecotox/effect/MOR
47,47,0.5,http://id.nlm.nih.gov/mesh/D000643,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,2.708050201768877,https://cfpub.epa.gov/ecotox/effect/MOR
48,48,0.5,http://id.nlm.nih.gov/mesh/D008294,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,5.192956850945767,https://cfpub.epa.gov/ecotox/effect/MOR
49,49,0.5,http://id.nlm.nih.gov/mesh/D014236,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-1.9661127849442643,https://cfpub.epa.gov/ecotox/effect/MOR
50,50,0.5,http://id.nlm.nih.gov/mesh/D010706,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-0.5276327251332195,https://cfpub.epa.gov/ecotox/effect/MOR
51,51,0.5,http://id.nlm.nih.gov/mesh/D012967,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,5.7714411231611695,https://cfpub.epa.gov/ecotox/effect/DVP
52,52,0.5,http://id.nlm.nih.gov/mesh/C030299,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,2.7536607129912047,https://cfpub.epa.gov/ecotox/effect/MOR
53,53,0.5,http://id.nlm.nih.gov/mesh/D013750,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,2.131796773200004,https://cfpub.epa.gov/ecotox/effect/MOR
54,54,0.5,http://id.nlm.nih.gov/mesh/C005828,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,13.130331547053526,https://cfpub.epa.gov/ecotox/effect/MOR
55,55,0.25,http://id.nlm.nih.gov/mesh/D002220,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/3193,1.0681530846198273,https://cfpub.epa.gov/ecotox/effect/GRO
56,56,0.5,http://id.nlm.nih.gov/mesh/D003976,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,1.6486586275104589,https://cfpub.epa.gov/ecotox/effect/MOR
57,57,0.5,http://id.nlm.nih.gov/mesh/D000448,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/431838,3.0910424538128614,https://cfpub.epa.gov/ecotox/effect/MOR
58,58,0.5,http://id.nlm.nih.gov/mesh/D014241,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/6073,4.317488113669644,https://cfpub.epa.gov/ecotox/effect/MOR
59,59,0.5,http://id.nlm.nih.gov/mesh/D012721,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,6.665683717795148,https://cfpub.epa.gov/ecotox/effect/MOR
60,60,0.5,http://id.nlm.nih.gov/mesh/D019287,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,1.2527629713525108,https://cfpub.epa.gov/ecotox/effect/MOR
61,61,0.5,http://id.nlm.nih.gov/mesh/D012973,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-2.3025849929940505,https://cfpub.epa.gov/ecotox/effect/MOR
62,62,0.5,http://id.nlm.nih.gov/mesh/C009424,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,6.182084906737293,https://cfpub.epa.gov/ecotox/effect/MOR
63,63,0.5,http://id.nlm.nih.gov/mesh/D012965,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,10.15758698797117,https://cfpub.epa.gov/ecotox/effect/MOR
64,64,0.1,http://id.nlm.nih.gov/mesh/D001280,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/2836,-3.10109256698962,https://cfpub.epa.gov/ecotox/effect/PHY
65,65,0.5,http://id.nlm.nih.gov/mesh/C016837,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,1.6094379144341004,https://cfpub.epa.gov/ecotox/effect/MOR
66,66,0.5,http://id.nlm.nih.gov/mesh/D003634,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-2.9957320735540107,https://cfpub.epa.gov/ecotox/effect/MOR
67,67,0.5,http://id.nlm.nih.gov/mesh/D003976,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-5.8091396569862495,https://cfpub.epa.gov/ecotox/effect/MOR
68,68,0.5,http://id.nlm.nih.gov/mesh/D004732,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,1.2035727273057966,https://cfpub.epa.gov/ecotox/effect/MOR
69,69,0.5,http://id.nlm.nih.gov/mesh/C017947,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.321432413554304,https://cfpub.epa.gov/ecotox/effect/MOR
70,70,0.5,http://id.nlm.nih.gov/mesh/D019287,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,7.25276241806027,https://cfpub.epa.gov/ecotox/effect/MOR
71,71,0.5,http://id.nlm.nih.gov/mesh/D020106,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,4.605170186088091,https://cfpub.epa.gov/ecotox/effect/MOR
72,72,0.5,http://id.nlm.nih.gov/mesh/D000452,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-1.5186835035035369,https://cfpub.epa.gov/ecotox/effect/MOR
73,73,0.5,http://id.nlm.nih.gov/mesh/D020106,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,4.46372182251891,https://cfpub.epa.gov/ecotox/effect/MOR
74,74,0.5,http://id.nlm.nih.gov/mesh/D015946,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.401197381995489,https://cfpub.epa.gov/ecotox/effect/MOR
75,75,0.5,http://id.nlm.nih.gov/mesh/C016403,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.931825632920405,https://cfpub.epa.gov/ecotox/effect/DVP
76,76,0.5,http://id.nlm.nih.gov/mesh/D018038,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,1.5040773989984964,https://cfpub.epa.gov/ecotox/effect/MOR
77,77,0.5,http://id.nlm.nih.gov/mesh/C016403,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,2.9957322740539913,https://cfpub.epa.gov/ecotox/effect/MOR
78,78,0.5,http://id.nlm.nih.gov/mesh/C030984,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/3193,3.332204510532347,https://cfpub.epa.gov/ecotox/effect/GRO
79,79,0.5,http://id.nlm.nih.gov/mesh/D011190,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-0.8209805293425577,https://cfpub.epa.gov/ecotox/effect/MOR
80,80,0.5,http://id.nlm.nih.gov/mesh/D011196,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,5.476463551973351,https://cfpub.epa.gov/ecotox/effect/MOR
81,81,0.5,http://id.nlm.nih.gov/mesh/C010974,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,7.483806687671456,https://cfpub.epa.gov/ecotox/effect/MOR
82,82,0.5,http://id.nlm.nih.gov/mesh/C010347,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,8.664405571098351,https://cfpub.epa.gov/ecotox/effect/MOR
83,83,0.5,http://id.nlm.nih.gov/mesh/D015084,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/3193,1.3862943636198906,https://cfpub.epa.gov/ecotox/effect/GRO
84,84,0.5,http://id.nlm.nih.gov/mesh/C007738,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,0.18564935519227704,https://cfpub.epa.gov/ecotox/effect/MOR
85,85,0.5,http://id.nlm.nih.gov/mesh/D004237,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,2.3795461350561,https://cfpub.epa.gov/ecotox/effect/MOR
86,86,0.5,http://id.nlm.nih.gov/mesh/C100038,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,6.840546529299383,https://cfpub.epa.gov/ecotox/effect/MOR
87,87,0.5,http://id.nlm.nih.gov/mesh/D010882,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.1780538307646125,https://cfpub.epa.gov/ecotox/effect/MPH
88,88,0.5,http://id.nlm.nih.gov/mesh/C513428,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,2.8903717584517206,https://cfpub.epa.gov/ecotox/effect/MOR
89,89,0.7,http://id.nlm.nih.gov/mesh/D008627,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-3.5755504116641403,https://cfpub.epa.gov/ecotox/effect/MOR
90,90,0.5,http://id.nlm.nih.gov/mesh/D004732,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-5.298315366550037,https://cfpub.epa.gov/ecotox/effect/MOR
91,91,0.5,http://id.nlm.nih.gov/mesh/D004006,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,1.7047480940566069,https://cfpub.epa.gov/ecotox/effect/MOR
92,92,0.5,http://id.nlm.nih.gov/mesh/D000643,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,0.2851789497524594,https://cfpub.epa.gov/ecotox/effect/MOR
93,93,0.5,http://id.nlm.nih.gov/mesh/D012402,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,0.4762341852075517,https://cfpub.epa.gov/ecotox/effect/MOR
94,94,0.5,http://id.nlm.nih.gov/mesh/D000643,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,1.7613002634615595,https://cfpub.epa.gov/ecotox/effect/MOR
95,95,0.5,http://id.nlm.nih.gov/mesh/D019256,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.2580965384060976,https://cfpub.epa.gov/ecotox/effect/MOR
96,96,0.5,http://id.nlm.nih.gov/mesh/D008627,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/3193,0.7984076957178883,https://cfpub.epa.gov/ecotox/effect/GRO
97,97,0.5,http://id.nlm.nih.gov/mesh/D014502,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/3193,4.543294782376386,https://cfpub.epa.gov/ecotox/effect/GRO
98,98,0.5,http://id.nlm.nih.gov/mesh/D000002,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.511545439129528,https://cfpub.epa.gov/ecotox/effect/MOR
99,99,0.5,http://id.nlm.nih.gov/mesh/D010278,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-2.3025849929940505,https://cfpub.epa.gov/ecotox/effect/MOR
100,100,0.5,http://id.nlm.nih.gov/mesh/D011190,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.3672958303313014,https://cfpub.epa.gov/ecotox/effect/MOR
101,101,0.5,http://id.nlm.nih.gov/mesh/D001556,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-0.2970592208054277,https://cfpub.epa.gov/ecotox/effect/MOR
102,102,0.5,http://id.nlm.nih.gov/mesh/D014050,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,4.382026634798882,https://cfpub.epa.gov/ecotox/effect/MOR
103,103,0.5,http://id.nlm.nih.gov/mesh/D011189,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,8.191463051329697,https://cfpub.epa.gov/ecotox/effect/MOR
104,104,0.5,http://id.nlm.nih.gov/mesh/D012721,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,5.407171771504962,https://cfpub.epa.gov/ecotox/effect/MOR
105,105,0.5,http://id.nlm.nih.gov/mesh/C024629,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,5.164785973980657,https://cfpub.epa.gov/ecotox/effect/MOR
106,106,0.5,http://id.nlm.nih.gov/mesh/C017947,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,0.09531018889523392,https://cfpub.epa.gov/ecotox/effect/MOR
107,107,0.5,http://id.nlm.nih.gov/mesh/C016837,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-1.5945492506792671,https://cfpub.epa.gov/ecotox/effect/MOR
108,108,0.0,http://id.nlm.nih.gov/mesh/C029938,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,4.605170186088091,https://cfpub.epa.gov/ecotox/effect/MOR
109,109,0.5,http://id.nlm.nih.gov/mesh/D010278,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/3193,9.698920386795468,https://cfpub.epa.gov/ecotox/effect/GRO
110,110,0.5,http://id.nlm.nih.gov/mesh/D004732,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-3.4420190636824595,https://cfpub.epa.gov/ecotox/effect/MOR
111,111,0.5,http://id.nlm.nih.gov/mesh/C017461,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,2.302585093994046,https://cfpub.epa.gov/ecotox/effect/MOR
112,112,0.5,http://id.nlm.nih.gov/mesh/C044646,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.2188758252682006,https://cfpub.epa.gov/ecotox/effect/MOR
113,113,0.5,http://id.nlm.nih.gov/mesh/D000181,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.24649099229028,https://cfpub.epa.gov/ecotox/effect/MOR
114,114,0.5,http://id.nlm.nih.gov/mesh/D010882,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,6.7357800142542015,https://cfpub.epa.gov/ecotox/effect/MOR
115,115,0.5,http://id.nlm.nih.gov/mesh/D008294,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-1.0936247173063247,https://cfpub.epa.gov/ecotox/effect/MOR
116,116,0.5,http://id.nlm.nih.gov/mesh/D005278,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,2.302585093994046,https://cfpub.epa.gov/ecotox/effect/MOR
117,117,0.5,http://id.nlm.nih.gov/mesh/C024564,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,4.276666119154944,https://cfpub.epa.gov/ecotox/effect/MOR
118,118,0.5,http://id.nlm.nih.gov/mesh/C014655,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,4.8978398000255385,https://cfpub.epa.gov/ecotox/effect/MOR
119,119,0.5,http://id.nlm.nih.gov/mesh/D010416,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,2.079441542929836,https://cfpub.epa.gov/ecotox/effect/MOR
120,120,0.5,http://id.nlm.nih.gov/mesh/D000452,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-0.16251891773306906,https://cfpub.epa.gov/ecotox/effect/MOR
121,121,0.5,http://id.nlm.nih.gov/mesh/C005806,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,2.1972245784473308,https://cfpub.epa.gov/ecotox/effect/MOR
122,122,0.5,http://id.nlm.nih.gov/mesh/D012965,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,12.47990931115994,https://cfpub.epa.gov/ecotox/effect/MOR
123,123,0.5,http://id.nlm.nih.gov/mesh/D005284,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-0.4307829007078389,https://cfpub.epa.gov/ecotox/effect/MOR
124,124,0.5,http://id.nlm.nih.gov/mesh/D004849,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,2.4849066506213338,https://cfpub.epa.gov/ecotox/effect/MOR
125,125,0.5,http://id.nlm.nih.gov/mesh/C028801,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,5.480638923383658,https://cfpub.epa.gov/ecotox/effect/MOR
126,126,0.95,http://id.nlm.nih.gov/mesh/C044646,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,2.079441542929836,https://cfpub.epa.gov/ecotox/effect/MOR
127,127,0.5,http://id.nlm.nih.gov/mesh/D011189,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,5.446737371709413,https://cfpub.epa.gov/ecotox/effect/MOR
128,128,0.5,http://id.nlm.nih.gov/mesh/D008294,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.8066624899925423,https://cfpub.epa.gov/ecotox/effect/ITX
129,129,0.5,http://id.nlm.nih.gov/mesh/D000643,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.4965075617695107,https://cfpub.epa.gov/ecotox/effect/ITX
130,130,0.5,http://id.nlm.nih.gov/mesh/D003993,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,4.317488113669644,https://cfpub.epa.gov/ecotox/effect/MPH
131,131,0.5,http://id.nlm.nih.gov/mesh/C016837,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,1.1939224715027377,https://cfpub.epa.gov/ecotox/effect/MOR
132,132,0.5,http://id.nlm.nih.gov/mesh/D012402,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-2.4304183508675736,https://cfpub.epa.gov/ecotox/effect/MOR
133,133,0.05,http://id.nlm.nih.gov/mesh/D008294,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,7.255591274260727,https://cfpub.epa.gov/ecotox/effect/MOR
134,134,0.5,http://id.nlm.nih.gov/mesh/D003976,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,0.6418538914355527,https://cfpub.epa.gov/ecotox/effect/MOR
135,135,0.5,http://id.nlm.nih.gov/mesh/C017160,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-4.1997044112134825,https://cfpub.epa.gov/ecotox/effect/MOR
136,136,0.5,http://id.nlm.nih.gov/mesh/D019287,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-3.4737677519163976,https://cfpub.epa.gov/ecotox/effect/MOR
137,137,0.5,http://id.nlm.nih.gov/mesh/D005557,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,9.32545317907758,https://cfpub.epa.gov/ecotox/effect/MOR
138,138,0.1,http://id.nlm.nih.gov/mesh/C082359,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-3.8167123710784705,https://cfpub.epa.gov/ecotox/effect/MOR
139,139,0.5,http://id.nlm.nih.gov/mesh/C017461,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-0.7444404538948645,https://cfpub.epa.gov/ecotox/effect/MOR
140,140,0.5,http://id.nlm.nih.gov/mesh/C017160,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-0.21195634956270587,https://cfpub.epa.gov/ecotox/effect/MOR
141,141,0.5,http://id.nlm.nih.gov/mesh/D010846,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,3.4339872048077273,https://cfpub.epa.gov/ecotox/effect/MOR
142,142,0.5,http://id.nlm.nih.gov/mesh/D012721,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,7.459338895226057,https://cfpub.epa.gov/ecotox/effect/MOR
143,143,0.5,http://id.nlm.nih.gov/mesh/D004026,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,4.094344562388767,https://cfpub.epa.gov/ecotox/effect/MOR
144,144,0.5,http://id.nlm.nih.gov/mesh/D004390,https://www.ncbi.nlm.nih.gov/taxonomy/taxon/33213,-0.7852624475379266,https://cfpub.epa.gov/ecotox/effect/MOR
